text,label
Your transfer of GHS 2464 to +44(0)114 4960662 was successful. Ref: TXN230937.,0
URGENT! Wrong transfer of GHS 4842 to your number. Call 0559435556 immediately to return money!,1
Your transfer of GHS 4891 to +44(0)1154960697 was successful. Ref: TXN678231.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0249787253!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0242077642!,1
Your transfer of GHS 2385 to +44909 879 0469 was successful. Ref: TXN417490.,0
Your transfer of GHS 1611 to 02074960524 was successful. Ref: TXN895391.,0
You have received GHS 59 from +44(0)289018394. Ref: 02a6a1ad. Balance: GHS 1999.,0
Your transfer of GHS 2048 to 0117 496 0305 was successful. Ref: TXN236774.,0
Send back GHS 1847 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Send back GHS 2430 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
MTN MoMo Alert: Cash out of GHS 1006 successful at Bradshaw Group. New balance: GHS 8050.,0
Your transfer of GHS 3706 to +441632960193 was successful. Ref: TXN116326.,0
Your transfer of GHS 3164 to (029)2018317 was successful. Ref: TXN431724.,0
Your transfer of GHS 4268 to +448081570994 was successful. Ref: TXN305952.,0
MTN MoMo Alert: Cash out of GHS 1004 successful at Davis-Murphy. New balance: GHS 3077.,0
URGENT! Wrong transfer of GHS 2819 to your number. Call 0556010909 immediately to return money!,1
"MTN MoMo Alert: Cash out of GHS 1587 successful at Taylor, Schofield and Naylor. New balance: GHS 4051.",0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0247113649!,1
MTN MoMo Alert: Cash out of GHS 483 successful at Coleman Group. New balance: GHS 5069.,0
You have received GHS 96 from 0121 4960692. Ref: 0d3c7fc2. Balance: GHS 2806.,0
You have received GHS 897 from 028 9018004. Ref: bf48855d. Balance: GHS 4841.,0
Your transfer of GHS 3101 to (0151) 496 0710 was successful. Ref: TXN263100.,0
Your transfer of GHS 1344 to (0909) 8790042 was successful. Ref: TXN213429.,0
Your transfer of GHS 4059 to 09098790099 was successful. Ref: TXN269223.,0
You have received GHS 624 from +44(0)121 496 0966. Ref: 7a92464b. Balance: GHS 2464.,0
Your transfer of GHS 4132 to (0118)4960019 was successful. Ref: TXN319112.,0
You have received GHS 716 from +441514960439. Ref: e2f53f98. Balance: GHS 1561.,0
MTN MoMo Alert: Cash out of GHS 1507 successful at North-Burns. New balance: GHS 8890.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0241235057!,1
You have received GHS 229 from +44(0)161 4960394. Ref: 6ec6eb60. Balance: GHS 4778.,0
URGENT! Wrong transfer of GHS 2901 to your number. Call 0559742755 immediately to return money!,1
"MTN MoMo Alert: Cash out of GHS 1807 successful at Mann, Benson and Black. New balance: GHS 2305.",0
"MTN MoMo Alert: Cash out of GHS 722 successful at Jones, Welch and Allen. New balance: GHS 2085.",0
You won GHS 81295 prize! Click here to claim: https://mtn-claim.xyz/ref=d6d577 Confirm PIN now!,1
Send back GHS 1964 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
You have received GHS 714 from +44306 9990403. Ref: b59efb17. Balance: GHS 4260.,0
You have received GHS 746 from +44116 496 0287. Ref: f3ebb615. Balance: GHS 2581.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0246936340!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0244151447!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0247535815!,1
Your transfer of GHS 235 to +441614960690 was successful. Ref: TXN943908.,0
"MTN MoMo Alert: Cash out of GHS 1695 successful at Duffy, Gough and Smith. New balance: GHS 2305.",0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0242949118!,1
You have received GHS 798 from +44(0)1632960443. Ref: bdccb3d1. Balance: GHS 4501.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0243340100!,1
You won GHS 75323 prize! Click here to claim: https://mtn-claim.xyz/ref=030f79 Confirm PIN now!,1
MTN MoMo Alert: Cash out of GHS 1239 successful at Franklin Group. New balance: GHS 6171.,0
URGENT! Wrong transfer of GHS 4407 to your number. Call 0553294734 immediately to return money!,1
Your transfer of GHS 378 to 08081570791 was successful. Ref: TXN772558.,0
You have received GHS 619 from 028 9018 0600. Ref: 2a0d7bf5. Balance: GHS 2270.,0
Your transfer of GHS 2675 to 08081570153 was successful. Ref: TXN461029.,0
"MTN MoMo Alert: Cash out of GHS 66 successful at Griffin, Smith and Black. New balance: GHS 2888.",0
You have received GHS 886 from 020 74960145. Ref: 22ccdeac. Balance: GHS 4235.,0
Your transfer of GHS 4224 to 0116 496 0208 was successful. Ref: TXN941232.,0
Your transfer of GHS 2208 to 0151 4960404 was successful. Ref: TXN394669.,0
URGENT! Wrong transfer of GHS 3513 to your number. Call 0554432267 immediately to return money!,1
Your transfer of GHS 2322 to +44(0)1184960444 was successful. Ref: TXN810357.,0
MTN MoMo Alert: Cash out of GHS 1950 successful at Brown Group. New balance: GHS 7723.,0
MTN MoMo Alert: Cash out of GHS 1808 successful at Parker Inc. New balance: GHS 6138.,0
URGENT! Wrong transfer of GHS 4934 to your number. Call 0553321733 immediately to return money!,1
Your transfer of GHS 983 to (0131)4960145 was successful. Ref: TXN112404.,0
MTN MoMo Alert: Cash out of GHS 117 successful at West-Thomson. New balance: GHS 9227.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0243665633!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0242381250!,1
Send back GHS 2308 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
MTN MoMo Alert: Cash out of GHS 1152 successful at Coleman-Johnson. New balance: GHS 912.,0
Your transfer of GHS 4662 to 01914960965 was successful. Ref: TXN154606.,0
Your transfer of GHS 1123 to +441314960506 was successful. Ref: TXN755944.,0
You have received GHS 568 from (0306)9990007. Ref: e74e490c. Balance: GHS 1716.,0
Your transfer of GHS 3751 to +44(0)909 879 0000 was successful. Ref: TXN739562.,0
URGENT! Wrong transfer of GHS 589 to your number. Call 0559105026 immediately to return money!,1
You have received GHS 881 from +44(0)116 496 0386. Ref: 133fb9bc. Balance: GHS 3111.,0
"MTN MoMo Alert: Cash out of GHS 1499 successful at Patterson, Dobson and Lewis. New balance: GHS 9035.",0
You have received GHS 493 from +44(0)289018243. Ref: 01b4836b. Balance: GHS 2080.,0
URGENT! Wrong transfer of GHS 3797 to your number. Call 0551594981 immediately to return money!,1
You have received GHS 820 from 01214960969. Ref: 1d480130. Balance: GHS 4392.,0
You have received GHS 710 from (0909)8790044. Ref: 16888659. Balance: GHS 3371.,0
You have received GHS 183 from +44(0)118 4960742. Ref: 89f72851. Balance: GHS 4720.,0
Your transfer of GHS 1364 to +44114 4960072 was successful. Ref: TXN872860.,0
Your transfer of GHS 605 to +44151 4960277 was successful. Ref: TXN770611.,0
Your transfer of GHS 4616 to +441632 960 710 was successful. Ref: TXN832182.,0
Your transfer of GHS 4437 to +44(0)141 496 0727 was successful. Ref: TXN130642.,0
"MTN MoMo Alert: Cash out of GHS 369 successful at Dunn, Williams and Howarth. New balance: GHS 4030.",0
MTN MoMo Alert: Cash out of GHS 1004 successful at Hunt-Matthews. New balance: GHS 7784.,0
You have received GHS 241 from +44(0)289018369. Ref: 3b4527a0. Balance: GHS 2517.,0
MTN MoMo Alert: Cash out of GHS 1832 successful at Cooper-Jones. New balance: GHS 7024.,0
You have received GHS 404 from +448081570286. Ref: a96d2087. Balance: GHS 2150.,0
Your transfer of GHS 792 to (0909)8790081 was successful. Ref: TXN670774.,0
URGENT! Wrong transfer of GHS 3170 to your number. Call 0555524289 immediately to return money!,1
You won GHS 94621 prize! Click here to claim: https://mtn-claim.xyz/ref=31be77 Confirm PIN now!,1
Your transfer of GHS 3222 to +44(0)909 8790196 was successful. Ref: TXN877553.,0
MTN MoMo Alert: Cash out of GHS 1456 successful at Cunningham-Mann. New balance: GHS 8483.,0
You won GHS 91247 prize! Click here to claim: https://mtn-claim.xyz/ref=bee9a4 Confirm PIN now!,1
URGENT! Wrong transfer of GHS 785 to your number. Call 0559906411 immediately to return money!,1
You won GHS 95427 prize! Click here to claim: https://mtn-claim.xyz/ref=33abbd Confirm PIN now!,1
URGENT! Wrong transfer of GHS 4755 to your number. Call 0552936082 immediately to return money!,1
URGENT! Wrong transfer of GHS 1123 to your number. Call 0557175051 immediately to return money!,1
"MTN MoMo Alert: Cash out of GHS 1671 successful at Thomas, Pearson and Wilson. New balance: GHS 2703.",0
Your transfer of GHS 4542 to +441184960567 was successful. Ref: TXN338442.,0
Your transfer of GHS 3275 to +449098790933 was successful. Ref: TXN379191.,0
You won GHS 78382 prize! Click here to claim: https://mtn-claim.xyz/ref=558b0c Confirm PIN now!,1
Your transfer of GHS 3538 to (0113) 496 0752 was successful. Ref: TXN458259.,0
You have received GHS 456 from (0191) 4960911. Ref: a10364fa. Balance: GHS 2436.,0
MTN MoMo Alert: Cash out of GHS 647 successful at Bishop-Joyce. New balance: GHS 9604.,0
Your transfer of GHS 1295 to +44(0)141 496 0567 was successful. Ref: TXN752979.,0
URGENT! Wrong transfer of GHS 4711 to your number. Call 0557583733 immediately to return money!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0247033565!,1
"MTN MoMo Alert: Cash out of GHS 134 successful at Shaw, Edwards and Mahmood. New balance: GHS 7130.",0
You won GHS 99536 prize! Click here to claim: https://mtn-claim.xyz/ref=ceb69b Confirm PIN now!,1
You have received GHS 749 from 0909 879 0820. Ref: eb395584. Balance: GHS 566.,0
URGENT! Wrong transfer of GHS 3268 to your number. Call 0551102599 immediately to return money!,1
Your transfer of GHS 693 to 0141 496 0452 was successful. Ref: TXN754154.,0
Send back GHS 2652 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Your transfer of GHS 4344 to (0131)4960914 was successful. Ref: TXN535288.,0
Your transfer of GHS 4647 to 029 2018 0442 was successful. Ref: TXN375711.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0249781012!,1
Your transfer of GHS 2887 to +441134960854 was successful. Ref: TXN269303.,0
You have received GHS 616 from 01914960382. Ref: 896e5893. Balance: GHS 532.,0
You have received GHS 254 from 01314960539. Ref: 5191d8dd. Balance: GHS 594.,0
You have received GHS 232 from +44(0)116 4960314. Ref: 094775de. Balance: GHS 2881.,0
URGENT! Wrong transfer of GHS 4345 to your number. Call 0553224328 immediately to return money!,1
Send back GHS 1415 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
MTN MoMo Alert: Cash out of GHS 235 successful at Porter LLC. New balance: GHS 4417.,0
You won GHS 24006 prize! Click here to claim: https://mtn-claim.xyz/ref=08747e Confirm PIN now!,1
You have received GHS 738 from +44121 496 0404. Ref: adf4e097. Balance: GHS 608.,0
You won GHS 83768 prize! Click here to claim: https://mtn-claim.xyz/ref=7c7619 Confirm PIN now!,1
URGENT! Wrong transfer of GHS 2506 to your number. Call 0557372576 immediately to return money!,1
"MTN MoMo Alert: Cash out of GHS 972 successful at Collins, Winter and Watson. New balance: GHS 7152.",0
"MTN MoMo Alert: Cash out of GHS 1326 successful at Edwards, Clarke and Phillips. New balance: GHS 584.",0
Your transfer of GHS 2368 to +4420 7496 0185 was successful. Ref: TXN633137.,0
Your transfer of GHS 3964 to +4429 2018583 was successful. Ref: TXN238841.,0
MTN MoMo Alert: Cash out of GHS 287 successful at Williams-Singh. New balance: GHS 5512.,0
You have received GHS 722 from +44(0)1914960632. Ref: 340b6fe5. Balance: GHS 2012.,0
Your transfer of GHS 3620 to (0115) 496 0660 was successful. Ref: TXN693871.,0
MTN MoMo Alert: Cash out of GHS 508 successful at Johnson-Finch. New balance: GHS 6250.,0
MTN MoMo Alert: Cash out of GHS 860 successful at Taylor and Sons. New balance: GHS 5307.,0
Your transfer of GHS 2536 to +44(0)28 9018 0998 was successful. Ref: TXN724096.,0
MTN MoMo Alert: Cash out of GHS 898 successful at Carroll-Lewis. New balance: GHS 6866.,0
You have received GHS 486 from +44(0)1164960945. Ref: 1c8e4d71. Balance: GHS 3987.,0
"MTN MoMo Alert: Cash out of GHS 1192 successful at Thomas, Moore and Barker. New balance: GHS 6488.",0
You have received GHS 774 from (0115) 496 0570. Ref: d3042099. Balance: GHS 934.,0
MTN MoMo Alert: Cash out of GHS 276 successful at Griffiths-Noble. New balance: GHS 7666.,0
You have received GHS 79 from 0131 496 0085. Ref: 86464305. Balance: GHS 3602.,0
Send back GHS 2094 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Your transfer of GHS 3883 to 0118 4960465 was successful. Ref: TXN583133.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0249016774!,1
URGENT! Wrong transfer of GHS 2618 to your number. Call 0551027264 immediately to return money!,1
Your transfer of GHS 744 to +44(0)116 496 0871 was successful. Ref: TXN125059.,0
MTN MoMo Alert: Cash out of GHS 1744 successful at Rees PLC. New balance: GHS 6224.,0
You have received GHS 130 from +44(0)1514960062. Ref: 6c5069df. Balance: GHS 3232.,0
"MTN MoMo Alert: Cash out of GHS 300 successful at Johnson, Brown and Whittaker. New balance: GHS 4850.",0
You have received GHS 10 from 09098790623. Ref: d59224e3. Balance: GHS 854.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0249355084!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0244390871!,1
You have received GHS 989 from 0121 496 0500. Ref: a4a0ba2a. Balance: GHS 2153.,0
MTN MoMo Alert: Cash out of GHS 1683 successful at Dixon-Winter. New balance: GHS 2073.,0
You have received GHS 681 from +44(0)1214960469. Ref: 595847f3. Balance: GHS 3104.,0
Your transfer of GHS 1916 to +44(0)292018577 was successful. Ref: TXN826569.,0
"MTN MoMo Alert: Cash out of GHS 176 successful at Clark, Bibi and Bond. New balance: GHS 4325.",0
You have received GHS 911 from +44121 4960429. Ref: ce90a600. Balance: GHS 3082.,0
Send back GHS 675 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0243790616!,1
You have received GHS 696 from +44289018239. Ref: 68d927df. Balance: GHS 4198.,0
MTN MoMo Alert: Cash out of GHS 165 successful at Foster LLC. New balance: GHS 2625.,0
Send back GHS 1878 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
You have received GHS 727 from +44(0)117 496 0703. Ref: 5d5b3903. Balance: GHS 2264.,0
You have received GHS 987 from (029) 2018629. Ref: 67d7f990. Balance: GHS 2717.,0
You have received GHS 684 from 01914960321. Ref: 95f20031. Balance: GHS 2308.,0
You have received GHS 336 from +441154960359. Ref: 49d055b1. Balance: GHS 2116.,0
"MTN MoMo Alert: Cash out of GHS 608 successful at Bailey, Morrison and Hughes. New balance: GHS 7395.",0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0247852746!,1
Send back GHS 373 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Send back GHS 1352 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Send back GHS 663 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
You have received GHS 948 from +443069990109. Ref: d0efb47b. Balance: GHS 2134.,0
MTN MoMo Alert: Cash out of GHS 811 successful at Potts-Williamson. New balance: GHS 767.,0
MTN MoMo Alert: Cash out of GHS 686 successful at Dennis Inc. New balance: GHS 558.,0
Your transfer of GHS 4701 to 01134960637 was successful. Ref: TXN603073.,0
Your transfer of GHS 1968 to +44289018273 was successful. Ref: TXN279653.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0247477259!,1
MTN MoMo Alert: Cash out of GHS 1030 successful at Thorpe-Carter. New balance: GHS 7505.,0
You have received GHS 898 from +44191 496 0386. Ref: 09a2619a. Balance: GHS 1291.,0
Your transfer of GHS 3809 to (0115) 496 0617 was successful. Ref: TXN995582.,0
MTN MoMo Alert: Cash out of GHS 1953 successful at O'Donnell Group. New balance: GHS 6312.,0
You have received GHS 85 from (028)9018512. Ref: abadad77. Balance: GHS 3009.,0
You have received GHS 703 from (028)9018050. Ref: 468cfaba. Balance: GHS 2583.,0
You have received GHS 400 from 028 9018626. Ref: c66f25a1. Balance: GHS 2560.,0
"MTN MoMo Alert: Cash out of GHS 1735 successful at King, Austin and Perkins. New balance: GHS 6906.",0
Your transfer of GHS 2899 to (0151)4960211 was successful. Ref: TXN431074.,0
Your transfer of GHS 2734 to +441154960471 was successful. Ref: TXN823673.,0
You have received GHS 172 from 01214960689. Ref: 5392cb1d. Balance: GHS 4282.,0
URGENT! Wrong transfer of GHS 4725 to your number. Call 0554358146 immediately to return money!,1
Your transfer of GHS 3847 to +44(0)115 496 0418 was successful. Ref: TXN846743.,0
You have received GHS 758 from +44114 4960734. Ref: 358c239f. Balance: GHS 4441.,0
URGENT! Wrong transfer of GHS 2969 to your number. Call 0559822112 immediately to return money!,1
You have received GHS 585 from +44(0)20 74960469. Ref: 3e2cc2c5. Balance: GHS 1318.,0
Send back GHS 2090 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
You have received GHS 666 from (0117)4960372. Ref: 9f073c5f. Balance: GHS 1470.,0
URGENT! Wrong transfer of GHS 555 to your number. Call 0555483983 immediately to return money!,1
You won GHS 12092 prize! Click here to claim: https://mtn-claim.xyz/ref=309ea7 Confirm PIN now!,1
You won GHS 94207 prize! Click here to claim: https://mtn-claim.xyz/ref=720cc6 Confirm PIN now!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0249731023!,1
You have received GHS 868 from 0191 498 0732. Ref: 74e0c194. Balance: GHS 946.,0
You have received GHS 493 from +44(0)1914960330. Ref: 0d71e8c0. Balance: GHS 4152.,0
You have received GHS 565 from (0131)4960820. Ref: 2258f868. Balance: GHS 3111.,0
You have received GHS 325 from +44161 496 0729. Ref: c4ab988b. Balance: GHS 2566.,0
You have received GHS 488 from (029) 2018 0495. Ref: 654e79e8. Balance: GHS 740.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0249219273!,1
Your transfer of GHS 1783 to +44(0)151 4960833 was successful. Ref: TXN260699.,0
"MTN MoMo Alert: Cash out of GHS 691 successful at Andrews, Bevan and Cole. New balance: GHS 8957.",0
Your transfer of GHS 2759 to +44131 4960519 was successful. Ref: TXN684177.,0
You have received GHS 269 from +441174960067. Ref: 37435e79. Balance: GHS 2592.,0
You have received GHS 219 from 0116 496 0322. Ref: c887dcd7. Balance: GHS 898.,0
MTN MoMo Alert: Cash out of GHS 826 successful at Grant-Morris. New balance: GHS 868.,0
You have received GHS 388 from +443069990919. Ref: 1fa81dc6. Balance: GHS 2051.,0
You have received GHS 22 from 0115 496 0693. Ref: 215b4205. Balance: GHS 1156.,0
URGENT! Wrong transfer of GHS 1126 to your number. Call 0551461857 immediately to return money!,1
Your transfer of GHS 1676 to (0306)9990470 was successful. Ref: TXN782777.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0242571223!,1
Your transfer of GHS 3778 to +44(0)191 4960955 was successful. Ref: TXN723753.,0
You won GHS 18061 prize! Click here to claim: https://mtn-claim.xyz/ref=62cc26 Confirm PIN now!,1
You won GHS 89916 prize! Click here to claim: https://mtn-claim.xyz/ref=4463b2 Confirm PIN now!,1
You won GHS 79324 prize! Click here to claim: https://mtn-claim.xyz/ref=653259 Confirm PIN now!,1
Your transfer of GHS 4750 to 0292018595 was successful. Ref: TXN310829.,0
Your transfer of GHS 801 to (0161) 4960466 was successful. Ref: TXN848384.,0
You won GHS 94073 prize! Click here to claim: https://mtn-claim.xyz/ref=8c70e6 Confirm PIN now!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0245919766!,1
"MTN MoMo Alert: Cash out of GHS 130 successful at Hall, Davies and Young. New balance: GHS 1222.",0
You have received GHS 215 from +44(0)115 4960893. Ref: f372185a. Balance: GHS 3779.,0
You won GHS 97388 prize! Click here to claim: https://mtn-claim.xyz/ref=e78cc2 Confirm PIN now!,1
You won GHS 16107 prize! Click here to claim: https://mtn-claim.xyz/ref=2a9be4 Confirm PIN now!,1
URGENT! Wrong transfer of GHS 4441 to your number. Call 0554944657 immediately to return money!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0249926674!,1
You have received GHS 448 from +44(0)292018889. Ref: 5a81644d. Balance: GHS 3363.,0
MTN MoMo Alert: Cash out of GHS 1637 successful at Mason and Sons. New balance: GHS 8246.,0
You have received GHS 178 from +44(0)115 496 0937. Ref: e73ef03f. Balance: GHS 3231.,0
You have received GHS 511 from 0121 4960425. Ref: be04c27d. Balance: GHS 3296.,0
Send back GHS 2496 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Your transfer of GHS 4818 to 0131 496 0891 was successful. Ref: TXN634418.,0
MTN MoMo Alert: Cash out of GHS 905 successful at Sanderson-Cox. New balance: GHS 9790.,0
You have received GHS 413 from +44(0)115 496 0758. Ref: 726830de. Balance: GHS 2281.,0
You have received GHS 473 from (0131) 496 0354. Ref: 035389c7. Balance: GHS 4654.,0
Your transfer of GHS 2801 to +44115 4960819 was successful. Ref: TXN294580.,0
MTN MoMo Alert: Cash out of GHS 764 successful at Williams-Benson. New balance: GHS 5224.,0
You won GHS 61612 prize! Click here to claim: https://mtn-claim.xyz/ref=821c6e Confirm PIN now!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0249535765!,1
Your transfer of GHS 885 to 0151 496 0364 was successful. Ref: TXN123269.,0
You have received GHS 169 from (0151)4960658. Ref: c9e78b38. Balance: GHS 2388.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0244615373!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0246033944!,1
You have received GHS 663 from (0161) 4960034. Ref: 4dfca0a3. Balance: GHS 2011.,0
You have received GHS 385 from 03069990362. Ref: 1bf1db43. Balance: GHS 3849.,0
You have received GHS 569 from +441414960308. Ref: 768f8383. Balance: GHS 3839.,0
You have received GHS 75 from +44(0)113 4960132. Ref: 9a0d141b. Balance: GHS 1849.,0
MTN MoMo Alert: Cash out of GHS 443 successful at Bell LLC. New balance: GHS 5188.,0
"MTN MoMo Alert: Cash out of GHS 1976 successful at Clark, Reeves and Nash. New balance: GHS 1226.",0
"MTN MoMo Alert: Cash out of GHS 823 successful at Smith, Douglas and Wong. New balance: GHS 8639.",0
You have received GHS 343 from +44(0)2074960355. Ref: d54f54e4. Balance: GHS 833.,0
Send back GHS 957 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0242198891!,1
Send back GHS 1995 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Your transfer of GHS 3207 to 02074960400 was successful. Ref: TXN387296.,0
Your transfer of GHS 2433 to 01632 960502 was successful. Ref: TXN268077.,0
MTN MoMo Alert: Cash out of GHS 918 successful at May-Adams. New balance: GHS 1543.,0
Your transfer of GHS 192 to 029 2018265 was successful. Ref: TXN925097.,0
"MTN MoMo Alert: Cash out of GHS 475 successful at Black, Griffiths and Jackson. New balance: GHS 5722.",0
MTN MoMo Alert: Cash out of GHS 726 successful at Sinclair-Hodgson. New balance: GHS 8795.,0
"MTN MoMo Alert: Cash out of GHS 521 successful at Martin, Russell and Howard. New balance: GHS 3377.",0
You won GHS 81443 prize! Click here to claim: https://mtn-claim.xyz/ref=d704a1 Confirm PIN now!,1
Your transfer of GHS 2948 to 0292018165 was successful. Ref: TXN531205.,0
You have received GHS 793 from 0114 496 0744. Ref: b35f508b. Balance: GHS 4665.,0
Your transfer of GHS 4085 to +44(0)1174960552 was successful. Ref: TXN236863.,0
You have received GHS 441 from +44(0)151 4960404. Ref: ebd031d8. Balance: GHS 714.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0249540086!,1
URGENT! Wrong transfer of GHS 3413 to your number. Call 0556879760 immediately to return money!,1
Send back GHS 1660 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
You have received GHS 936 from 0114 4960949. Ref: 05445afd. Balance: GHS 3782.,0
MTN MoMo Alert: Cash out of GHS 1071 successful at Norton Inc. New balance: GHS 9729.,0
Your transfer of GHS 4447 to +44(0)116 4960908 was successful. Ref: TXN762511.,0
Your transfer of GHS 4092 to +4429 2018811 was successful. Ref: TXN842637.,0
You won GHS 46569 prize! Click here to claim: https://mtn-claim.xyz/ref=acd32c Confirm PIN now!,1
MTN MoMo Alert: Cash out of GHS 1933 successful at Bond-Wright. New balance: GHS 7041.,0
MTN MoMo Alert: Cash out of GHS 1748 successful at Pugh-Wood. New balance: GHS 5966.,0
Your transfer of GHS 4593 to 0131 496 0817 was successful. Ref: TXN816589.,0
You have received GHS 379 from +441134960089. Ref: f3dae938. Balance: GHS 4457.,0
URGENT! Wrong transfer of GHS 3182 to your number. Call 0556087089 immediately to return money!,1
You won GHS 68371 prize! Click here to claim: https://mtn-claim.xyz/ref=870504 Confirm PIN now!,1
Your transfer of GHS 3314 to +44909 8790462 was successful. Ref: TXN773740.,0
You have received GHS 164 from +44(0)114 4960901. Ref: 9a8204bd. Balance: GHS 1611.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0247373856!,1
Your transfer of GHS 3433 to 0117 4960793 was successful. Ref: TXN593431.,0
You won GHS 10859 prize! Click here to claim: https://mtn-claim.xyz/ref=3e58c8 Confirm PIN now!,1
"MTN MoMo Alert: Cash out of GHS 592 successful at Price, Bailey and Morton. New balance: GHS 3319.",0
You have received GHS 212 from (0808) 1570975. Ref: 204c622c. Balance: GHS 3444.,0
"MTN MoMo Alert: Cash out of GHS 524 successful at Wheeler, Price and Mason. New balance: GHS 2154.",0
MTN MoMo Alert: Cash out of GHS 1815 successful at Yates-Andrews. New balance: GHS 8841.,0
"MTN MoMo Alert: Cash out of GHS 1598 successful at Jones, Smart and Harper. New balance: GHS 5610.",0
You have received GHS 58 from +44808 1570885. Ref: 783419d4. Balance: GHS 2209.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0245521785!,1
MTN MoMo Alert: Cash out of GHS 1804 successful at Little Ltd. New balance: GHS 5139.,0
You have received GHS 574 from (029) 2018898. Ref: 4d6533d9. Balance: GHS 4284.,0
Your transfer of GHS 4562 to 03069990509 was successful. Ref: TXN630866.,0
"MTN MoMo Alert: Cash out of GHS 130 successful at Jackson, Holt and Anderson. New balance: GHS 8490.",0
MTN MoMo Alert: Cash out of GHS 1859 successful at Powell-Hall. New balance: GHS 2074.,0
You have received GHS 652 from (0909) 8790128. Ref: 7d1a6736. Balance: GHS 3976.,0
Send back GHS 937 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
MTN MoMo Alert: Cash out of GHS 1697 successful at Watson PLC. New balance: GHS 407.,0
You have received GHS 278 from 0909 8790870. Ref: b336ef68. Balance: GHS 1043.,0
Your transfer of GHS 1926 to (028)9018606 was successful. Ref: TXN981435.,0
You have received GHS 213 from +44(0)161 4960532. Ref: 574987a1. Balance: GHS 1941.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0249628755!,1
